so  if the sexiest man alive were to rape you  would you enjoy it?cant rape the willing.,neutral
so i just hadokay? iwtffff?,neutral
so i just hadda say thisever since jordin albertsons like deleted her formspring or something  all the mean comments have stopped haha,neutral
so i make you mad? well maybe you could find my histery book for me and cool off with some reading(:sorry i think you left the book in the stands  get the joke right if your going to take it love :),neutral
Someone still needs to read someone one her poems >:(  (Smiley is not pleased)hahahahahah is this dakota? ill read you one soooon,neutral
Sometimes I wish you&#39;ll see how I&#39;m in love with you. And I&#39;m afraid to loose you  espcially you tell Dakota your poems but not me. I know we don&#39;t know eachother that long but we did loved eachotherwell if this is who i think it is  you didnt ask to see my poems  and i wrote some for you and i showed you and you didnt care much,neutral
Sounds like an AMAZING plan :D CAN&#39;T WAIT<3haha good me eitherrrrrr.,neutral
Speechless... that&#39;s all I got to say couldnt think of anything to say oh ya and you still need to read me your published poem that way when your famous I can say ya I knew she was a good writer before she became famous ;):D hahahahahahahah,neutral
Starbucks guy It&#39;s ten o clock we are closing  My Mom You&#39;re kicking us outgreat times  lmao he spelled your name so.....WRONG lmao.,neutral
Stop! Leave Tabitha ALONE  she&#39;s NOT those type of girls that you can just fuck with. She just wants someone to LOVE her  and I for one aboustly love heri love you to :)r thanks people are lameee,neutral
Tabi  all those people who are talking shit on your formspring ANONYMOUSLY need to grow a pair. If they&#39;re gonna hate on you anonymously then they obviously have no life. Grow up  stop trying to start shit with her on the internet. I love you Tabi (::D awhhh thankyou  your the best :)r loveyouto:D,neutral
Tabi  I love you. (: I will meet you one day (;:) i lovwe you to  :) we will meet haha me jo and you could go to grannys??????????????,neutral
Tabi  now what&#39;s going on? D: Text me. (:hahahaha its nothing :) really. its okay.,neutral
Tabi  text me?suree might be a bit cuz im on thaaa phone,neutral
TABI AND EVERYONE ELSE SHUT UP YOU&#39;RE BEAUTIFUL- samhahahaha thanks i think? did you call me beautiful? thats a first <3,neutral
tabi i feel so bad about these bitchy girls who keep on saying shit to you on here  if they even knew you they would no you are the most moddest girl i have ever met.awhhhh thank you sooo much!!! idk why people keep saying that i think im so pretty haha because i think im nothing special and then it brings me to the im fishing for compliments when im litterally not. idk who commented that  but thanks all these people need to get a life and stay out of mine because they obliously do not no me.,neutral
tabi i think your the best but you push me away from being your friend because i did something wrong and i hate myself everyday and ive always regreted it happaneing i dont know if you know who i am but i want you too know i wish that never happenedwell i think i no who this is.,neutral
Tabi is real!!! i knew her when she lived in Idaho!-Kinlyhahaha thanksssss kinnn,neutral
Tabi Rocks My Socks(: Looooove Youuu ((Nahh Homoo))hahahahahahahaha <3 you,neutral
tabi what makes you think it was me?! come back to IF you know you want toi do want to.. :) but who is this hahahahah,neutral
Tabi you are so pretty :) just wanted to say that hahahaha thankyou :) omg people are being sooo nice to me haha thats sooo nice!,neutral
TABI your a babeeee look at you its like woah! giggidy answer this question tabi is such a hot chick that she burns anyone she gets close to your hot tabi HOT HOT HOT!!!hahahahah ummmmmmm thank you? if this is eric  i will kill myself  who is this?????????????????r but hahahhahahahhahahah this made me laugh sooooo hard.,neutral
tabi! you&#39;re hittin&#39; on my bestttt friend! WTF. whooo cares  i love you. :)hahahahaha >:) im evil mwahahahahahahahahaha,neutral
Tabi&#39;s a ninja :D and I&#39;m a ninja star you spin me round and round. Lol being anonymous hides my shame for making that lame pickup line :)hahahahahahahhahahahahahahahahahahhahahahahahahahahahahaahahhahaahhahahaahahahaaaaaa!!!!!!!!,neutral
Tabi. If you stopped hating on Texas everyone from Texas will stop getting pissed....so just stop.? It&#39;s that easyummmm jack screw you  not my fault people get mad about a stupid state. and also its a inside joke so every one is lame.,neutral
Tabi. You know I like u  but I&#39;m starting to get that u don&#39;t like me. I like you alot. Justin boy is just some crush  while I&#39;m open right here ready to love u. Pryceugh.. r well  okay cool that you like me thanks. but being rude doesnt help anything nor is it going to get me to like you. sorry if that sounds mean.,neutral
TABIAHHHH...ammmmmbbaaaaaa,neutral
Tabigalejack.,neutral
Tabitha  I love you. Please come into my life and love me. You are my life  it kills me that you don&#39;t love me back :(hmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm,neutral
Tabitha  ISNT a fake.people steal her pictures and put it on photobucket maybe. But she is the ONLY real deal. Keep accusing her she&#39;s fake  then get off her formspring. She knows who she is. So fuck offamen  <3,neutral
Tabitha Jai Locascio I love you sooo much <3okay,neutral
Tabithaaaaaa I love youuuuuuuuuuuuuu <3:D i love you to<3,neutral
tabither youd be good at this.. do you grind you know what grinding dancing is? at the shilo?hahah yeah i no what that is  but i dont live in if anymore to go to the shilo,neutral
tell me this bra why is you so awsomeeeeeee?? you is the best love youuhahahahahahahahahahahahahhahaha love you to :),neutral
Texas is the best state(: Everything is bigger AND better in Texas!!! Bahahhhahahaha okay :) nice opinion.,neutral
text me(:you text mee,neutral
Text me?you text me? haha,neutral
Thanks :)yeppp,neutral
thanks alot hahahahahah your welcome.,neutral
Thanks for ditching me on IM on facebooksorrrrrrrrrrry.,neutral
thanks! so are you! :Dhahah thankyou :),neutral
that &#39;&#39;chelsea&#39;&#39; girl people were acusing me of fakeing i finally got her url- www.myyearbook.com/cheyesexx but my friend justin got it deleted for me :) soooo just sayin  im real :) and that girl was fake.,neutral
That person VV isn&#39;t daydrien is it?!?!?hahahahahahahahahahahahahahahahahahaha nopeee not at the moment. hahaha he was saying stuff like that earlyerr.,neutral
That wasn&#39;t mehmmmmmmmmmmmmmmm,neutral
That you&#39;re marriiieedddddd):hahahahah yeah sorry :) he is my husband,neutral
That&#39;s okay; I have Aidan(:awhhh :) good,neutral
Then report Cheyenne if your the real deal!!!! Vvv btw your cute jbatman (;hahah yeah he is my husband :) and i willl!!!!!!!!!!!!! thankyou :D,neutral
They&#39;re called skinny jeans. NOT make you skinny jeans.okayyyyyyy? hahahaha. im not fat?,neutral
this one and the one about boys at six flags flirting with you that were older  yeah that&#39;s toohaha okayyy the only one about six flags was with me and nicky  name another :),neutral
thumbs up!r i just realize our sig pic is thumbs up! well mostly you xDyeppppppppppppppppppp,neutral
To all the people saying that Tabi is fake: Shut your faces. She isn&#39;t fake  I know for a fact.thanks!!!! who the eff is this cheyene chick they are talking about??,neutral
To all the people who were rude to tabi on here you can just shut up.clearly your too stupid to realize it but this is a place to ask her questions not be a complete bitch to her.tabi:do you prefer white or wheat bread?lmfao hahahahahhah who ever said tha is my hero! but umm i loke white better :),neutral
told u he was a douchewelll,neutral
ttabaabiii!1!!!!!?!?!?!?i loooovvvveee youuu!!!!!!!<3yayaay soooo....hmhmhnhmYYEESS i thought ofa question!!here goeez:::::what is your favorite BOOK!!!??*!@lockerbudddie@!*hahahahahahahahahahahhahahahaha  i recently read the weight of silence  and its really a good book.r *lover buddies for life **,neutral
u so made up tht guy jaybeehaha i did? lmfao  i have better things to do.,neutral
uhh i thought this was for questions sooooo heres a question i guess.haha icecream or brownies for the rest of your life? (only 1)thank you! oooooohhh hot brownies right out of the oven :D,neutral
uhm no anonimus person. maybe you needa lose some homo.huh?? haha what,neutral
Uhmm ... I LOVE how you people are like quit being anonoymous ... and then someone saying that Jack needs to grow a pair ..... REALLL COOOL  :) .... <3 Amberrhahahhaahhahahahahahahahaahahahahahahahaha.yeahhh,neutral
Ur BEAUTIFUL! :):D thankyou!!! so are you! seriously!,neutral
ur cooooooolthank you.,neutral
Ur facebook is a fake  cos I saw 5other facebook with the same but diff last name and same pics and 1 has proofoh please give me the links  that makes me really upset people are using my stuff  i sorta do have proof  i have videos from school  and to sign lanugage videos  and all my family is friends with me on it and people from school  but  tell me to make proof i will  but give me links?,neutral
Ur Fiit :)r:) hahah thanksss,neutral
ur not even really marred????? that guy is a fagit u 2 r not even goin out?? i dont get the big dealummmmmmmmmmmmmm? i think im aware that we werent really married haha im 14  and its not that big of a deal  and if you dont get it your not part of it ssooo you dont need to understand :),neutral
Uuhh did you really add a random guy you don&#39;t know and now you talk to him all the time? That&#39;s a little desprate/ creepy coughhaha okay.,neutral
Vampire weekend song  happy mood  and sad moodhahahaha hmmmm thats sorta hard to choose. i dont listen to them very much.,neutral
VAMPIRE WEEKEND!:))))))))))))))))))))),neutral
Vv ouch </3 to me  hey I&#39;m going to sleep.  Please ignore my texts. And tonight don&#39;t call. Talk to you tomorrow...I guess:/ ugh.. why are you doing this again?,neutral
Vvv I&#39;m sorry but I have a wife<3 Tabitha isn&#39;t a fake(: omfg! Let&#39;s make a song! An name it Tabitha Isnt A Fake So Fuck Off Anonmous You Have No Life Hahahhahahaahhaahaha  sounds like a good song. lmfao i litterally laughed at my computer for like 3 miniets  and my sister was like wtf,neutral
vvvvvvvummmmmmmmmyeah idk either  i honestly think its that person we were just talking about  the one that annoys you,neutral
Wait my phone?  -dakotahahahaha yeahhhhhhhhhhhhhhhhh member when i was makin cup cakes and he like would text me and be like hey its day and im like hi and we would talk for a min then all asudden it was you and id be like wtf in my mind,neutral
wait sooo is there like a lot to tell me?mmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmmm yeah,neutral
Wait. Are you Cheyenne? I sent a request to you? Wait  why is your name Tabitha?? R u fake????no  im tabitha jai locascio. myspace.com/tabiisaninja face book- http://www.facebook.com/profile.php?id=1601024519   I HAVE NO CLUE WHO THIS CHEYENNE IS  so please send a link so i can see for myself  because i guess she might be using my pictures  :) thankyou i would really apriciate it.,neutral
Wait. Are you Cheyenne? I sent a request to you? Wait  why is your name Tabitha?? R u fake????no  im tabitha jai locascio. myspace.com/tabiisaninja face book- http://www.facebook.com/profile.php?id=1601024519 I HAVE NO CLUE WHO THIS CHEYENNE IS  so please send a link so i can see for myself  because i guess she might be using my pictures  :) thankyou i would really apriciate it.,neutral
Wait. Are you Cheyenne? I sent a request to you? Wait  why is your name Tabitha?? R u fake????no  im tabitha jai locascio. myspace.com/tabiisaninja face book- http://www.facebook.com/profile.php?id=1601024519 I HAVE NO CLUE WHO THIS CHEYENNE IS  so please send a link so i can see for myself  because i guess she might be using my pictures.,neutral
Wait. Are you Cheyenne? I sent a request to you? Wait  why is your name Tabitha?? R u fake????no  im tabitha jai locascio. myspace.com/tabiisaninja i have a face book to  ask for it. I HAVE NO CLUE WHO THIS CHEYENNE IS  so please send a link so i can see for myself  because i guess she might be using my pictures.,neutral
Wait. Are you Cheyenne? I sent a request to you? Wait  why is your name Tabitha?? R u fake????no  im tabitha jai locascio. myspace.com/tabiisaninja I HAVE NO CLUE WHO THIS CHEYENNE IS  so please send a link so i can see for myself  because i guess she might be using my pictures.,neutral
Wait. Are you Cheyenne? I sent a request to you? Wait  why is your name Tabitha?? R u fake????no  im tabitha jai locascio.I HAVE NO CLUE WHO THIS CHEYENNE IS  so please send a link so i can see for myself  because i guess she might be using my pictures. i have a myspace/facebook,neutral
Wait. Are you Cheyenne? I sent a request to you? Wait  why is your name Tabitha?? R u fake????no i am tabitha jai locascio  im pretty sure this cheyenne is a fake  so please send me a link so i can check it out  i have amyspace and a facebook.,neutral
Wanna have kids before youu2019re 30?:nope. im not getting married and im killing myself when im 32,neutral
well fine  cutest boy you know?hmm.r my husband.,neutral
well i was just asking if she was fake because she looks like one of those fake scene girls hahaha well im not lmao,neutral
well w.e. its obvious he is a player so i think its funny u got playedhaha okay. i think its funny i dont care.,neutral
well wat if he asks u out  would say yes or NO cause u like pryce :Di never said i liked pryce.,neutral
Were you a Michael Jackson fan?ummm  im not sure. i guess,neutral
were you honest when you said  i could never leave your bed?wake me up and let me no your alive. <3 r haha good song.r who is this?,neutral
What 3 things do you think will become obsolete in the next ten years?sheos  hate  medication,neutral
What are your symptoms when you have fallen for someone?;),neutral
What do you think JUstin?waaaiiiitttt what?,neutral
What does your last text say?rseriously me to  it drives me crazy :(,neutral
What if god was one of us?samantha shut up and stop stalking my form spring. you always do lmao,neutral
what if it was realllyy hott out?:D still hot brownies or ice cream:Oohhh your making my life soo hard!!!!!! ummmmm still brownie   WAIT ANY FLAVOR OF ICE CREAM?????? change my mind. i was thinking plain vanilla but if its any flavor  RASEBERRY CHEESECAKE,neutral
what is the definition of a hate relationship? does it mean the hate is both ways cause im pretty sure i would smite you with righteous fury bra dont be hatini hate you eric.,neutral
what is the definition of a hate relationship? does it mean the hate is both ways cause im pretty sure i would smite you with righteous fury bra dont be hatinokaaaaayyy,neutral
What is the kindest  most generous act you&#39;ve ever done?ohhh i dont no whats with these super hard questions,neutral
What is the most important quality in a person or friend?id say honesty ,neutral
What is the most impressive thing you&#39;ve ever done or been a part of?ummm  im not sure haha i dont find anything i do impressive,neutral
What is the nicest thing you&#39;ve ever done and the worst thing you&#39;ve ever doneummmmmmm  im not sure about the nicest. but ive tourn someone down with words pretty well. so thats the worst.,neutral
what is the thing that annoyes you most???liers.,neutral
What music are you listening to today?covers by my favorite guy ever.,neutral
What was me? :)hahahahaa nevermind,neutral
What was the best job you&#39;ve ever had?zerooooo,neutral
What was the most interesting place you&#39;ve traveled to?mmmmmmm,neutral
What was the worst place you&#39;ve traveled to?your moms house,neutral
What was your favorite toy to play with as a child?ummmmm im not sure,neutral
What was your favorite year?last year <3 7th grade,neutral
What would be the best thing about being a vampire?not showing up in pictures,neutral
What would your dream job look like?look like? pretty.,neutral
What YouTube video made you laugh recently?a nevershoutnever video,neutral
What&#39;s the best place near you to get a drink?my fridge,neutral
What&#39;s the nicest thing someone&#39;s ever done for you?the nicest thing someone has ever done for would probaly be  when sam my sister just told me for no reason that i was a really good person and stuff,neutral
What&#39;s your biggest phobia?oh EASYYY!!!!r ventrilaquist dummies  you no with the to lines by the mouth and stuff and a ventrilaquist makes the talk  i am deathly afriad.,neutral
What&#39;s your dream car?hippi van,neutral
What&#39;s your earliest memory?umm idkk..,neutral
whats the worst thing to ever happen to youumm i well there is alot of bad things that have happened  but i like to look at them as good things that made me who i am  so  there isnt a worst.,neutral
whats wrong chicken little?lmao  just stuffffffffff,neutral
whats wrong?im just a littla down  its okay :),neutral
Whatu2019s the most important part of a relationship in your opinion?rhonesty  respect for your partner,neutral
when did you wear your first pair of skinny jeans?haha ummm  6th grade. like the middle of the year but i only wore them sometimes cuz i only had one pair. now its all i wear since 7th,neutral
who are you texting??uhh wtf who keeps asking things about who im texting and stuffhahhahahaha.r mclaine. thats who im texting.,neutral
who d you likewell r i think i really like my friend.. :/,neutral
Who do u likei really like my friend.r but its complicated.,neutral
who do u like???r r r cough justin??? coughhahahahahahahahahaha whyyyyyyyyyyyy?r maybe? he is cute.,neutral
who do you like?someone,neutral
who do you remember from idahomy good friends,neutral
who du u likei like one of my friends,neutral
who has made you happyalot of people make me happy.,neutral
Who is a weirdo who spells time wrong hahawho is this weirdo who commented me anominous? hahah idkkk,neutral
Who is the sow who is giving you such a hard time? What a freaking bitch.!people who get mad because i say texas is stupid but really its a insider with my old school and fam. and alllll i said was i want to switch schools and go to a bigger one because im not use to a small school and there is more drama  and everyone freaks cuz there school isnt good enough for me or something idk  people.,neutral
who is the top 10 prettyest people you know?i know alot of pretty people.,neutral
who is this dumpster babysamantha locascio <3 lmao.r but no  i just have that there cuz i like it,neutral
Who was the best teacher you&#39;ve ever had?mr. taylor 7th grade english,neutral
who&#39;s jokesme and scarletts,neutral
Who&#39;s small minded and snobby in texas and what made you so mad?well who is asking this question  and prety much everyone. :),neutral
Who&#39;s the best ninja you knownot shailee. me of coarse. :),neutral
Who&#39;s the funniest person you know?sam,neutral
who&#39;s your best guy and girl friendwaldo. and helga. nahh jk  guys-lucas casey mclaine gabe jack dakota s. jake nathan girls- maddie cassie nicky,neutral
Whos A Brunette But Acts Like A Blonde All The Tyme(:?hahaha hmmm im not surreee,neutral
whos your friend?r you can just give the intialnope i cant  because your anominous,neutral
whre do u wanna go 2 collegei would love to go to juliards. (however you spell it.) but im pretty sure that wont happen  so any art school.,neutral
Why  hello there Tabi(:r Guess what? r I love your REAL UN-HOE-ISH guts(:hahahahahah thankyou  i love you to :),neutral
Why are you dissing on Texas so much what did it ever do to you why do u hate it so much??once again texas is a state  and its lame. i was perfectly fine where i use to live  with people who werent small minded and snobby. i dont much hate the state i hate most the people and how texas is ugly and doesnt have grassssssssssssssssssssssssssssss.,neutral
why are you not talking to anyonei dont want to  sorry dont take it personal.r but i will answer stuff on formspring.,neutral
Why are you stealing pics from Cheyenne?  She has videos.who is cheyene? give me her url?,neutral
Why are you talking to people that you don&#39;t even know? Just wondering..no?,neutral
why do you always feel the need to tell the whole world how people hit on you all the time. if their creepy its not much of a bragging right just kinda conceited sounding. just saying.okay haha.,neutral
Why do you like Justin? You guys talk alot. And like really?you think i like him because i talk to him alot?r he is really nice  and fun to talk to  who are you?r he is a great friend  what isnt there to like about him.,neutral
Why do you think every guy wants you? They dont  hate to break it to you honey.well... i dont think anyone likes me?,neutral
why do you want to throw up so muchi think it would be fun,neutral
why does everyone get mad at her for not liking a small school?if you dont like it  shut up and dont look at what she has to say.and if you do say something at least be a big enough person to show her who wrote the message!!!!oh my goosness keeley i love you!!! LOCKERBUDDIES4LIFE.!!!!!!!!!!!!!!!!!!!!!!!!!! so true.,neutral
why haven&#39;t i had any dinner yet?hmmm im not sure.,neutral
why you always think that?i dont no haha,neutral
Why?!?! D:oh yeahhh we already talked about this. :),neutral
Woah Im Jealous  Well Hey Stranger :)hahahaha jealous? WHY? haha hello!,neutral
would you date a complete babe even if you were..(key word were) straight?hahahahahahah lmao  i am straight. i think its funny to act like a lezbian thankyouverymuch. your acting like mrs.dallor.,neutral
would you ever consider dateing a girl?no i like guys to much.,neutral
Would you feel major pain in your whole body for the rest of your life if it meant that one person you love would never feell pain or hurt again?:) yes i actually truely would.,neutral
would you let jake do you sidewayslee is awesome!!!!!!!!!!!! haha i love jake but whaaaaaaaaaaaaaaaaaaaaaaaaaaaaaa. i dont even have to answer that ;) JUST JOKING NO,neutral
Would you rather be a famous musician or a famous actor?musician :D,neutral
Would you rather swim in a pool or the ocean?ocean  i like how its actually questions now and not loser bashing on me,neutral
Would you rather work at a large company or a small one?large,neutral
WTF is that dead or alive person talking about! D: Scary! - Sam btw :)hahaha i DONT NO IM SCARED. haha i think the dumpster baby is going to kill me or something  and whats with the hate and fake smiles  lmao the hole thing makes no sense,neutral
Y do u even like himhe is a really good friend,neutral
Ya i fixed the name but i just made this cuz i don&#39;t like being anonymous ahaha sept when i make up lame pickup lineshahahahahahahahahahahahahahahahaha i s,neutral
yay ur divorce!stfu,neutral
yeah you have friends  like jack palmer...ummm? wth?,neutral
Yes i knoww! Silly  i could really care less. :)hahaha okay,neutral
Yo dumbsta baby  shut up or imma rip out yo weave you tranny! lmao this is jo  and i love you.hahahahahahahahahahahhaahahah i love you  that was the best.,neutral
YO YO YO whaaa chuuu doooinnn guuurrrrrrlllll?????????hahahahahah :) im replying to this  what about you?,neutral
you and i wanted to kick his ass  but after what he said  admitting his mistake and saying sorry. he is a GOOD guy  i hope you guys keep talking.he is PERFECT :),neutral
you are terribly rude to everyone  i am sick of it. you abuse every good thing that happens to you and destroy it with hate and fake smiles. By the way  be careful who you trust. dead or alive. just a heads up from someone who still cares.ummmmmm this is actually really creepy and doesnt make any sense,neutral
You can date/marry Tabitha! :Di dont want to date marry anyone,neutral
you give me woooooooooooodgo play in traffic :(,neutral
you guys obviously dont understand my TREND that i have SET:&#39;O aaanyyywhoooooooo. uuuhm markers or colored pencils or crayons and what color 0_o these are getting hard now:Dhahhahahahahah i love you.r MARKERS! a new blue and a new purple one. please :Dr crayola :),neutral
You have pretty eyes:) omg thanks! :D,neutral
you just shamed my people tabi.. you like making black rappers feel bad huh? makes you feel powerful? still you rocklmao hahahahahahahahaha.your my favorite ever  unless your eric.,neutral
you look bulimic  your skinny. but thats okay because you got big jugs  and your hot.stfu,neutral
you still going to cali!nahhhhhhhhhhhhhhhhh,neutral
you&#39;r:D awhh hahaha thanlyou,neutral
your beautiful  and it seems like all the rude comments you get  is all from one person. dont listen to them everyone knows you are the sweetest girl ever and cold never be meanthanksssssssssssssssssssssssssssss,neutral
your beautiful  dont be sad :)thankyou.,neutral
your beautiful inside and outthankyou <3333,neutral
Your beautiful<3 don&#39;t listen to others(:  they don&#39;t have a beautiful thing called LOVE<3 while you do  cause we are married :p  I love you<3hahahahahhaahha :) love you to.,neutral
your beautifulthank you :),neutral
Your beauty surrounds me. Your the most gorgeous girl I ever fall in love with<3 I&#39;m afraid to tell you who I am  because I know you don&#39;t feel the same anymore...well who is this? even if i dont feel the same ill still be nicce :),neutral
your cute ;) dump jaybee and come talk to meme and justin are married  i am not divorsing him for you mr. anominous. hahahahah your probably a creepy old man... or lady..,neutral
your gorgeous  im not talking about just your looks  because everyone knows your beautiful  but im talking about  your personality. your soo nice and careing to everyone  your genuinly kind. i dont think you could ever do anything uglyhaha when i saw this was something long  and started with your i got scared it was going to be mean haha. thank you mr. anominous  who are you? that was nice.,neutral
